0.01,0.001,3.5481338923357606e7,2.818382931264455e6,1,1
0.01,0.0010115794542598982,3.162277660168379e7,2.5118864315095823e6,1,1
0.01,0.0010232929922807535,3.162277660168379e7,2.5118864315095823e6,1,1
0.01,0.0010351421666793441,3.162277660168379e7,2.5118864315095823e6,1,1
0.01,0.0010471285480508996,2.818382931264455e7,2.5118864315095823e6,1,1
0.01,0.0010592537251772887,2.818382931264455e7,2.5118864315095823e6,1,1
0.01,0.001071519305237606,2.5118864315095823e7,2.5118864315095823e6,1,1
0.01,0.0010839269140212038,2.5118864315095823e7,2.5118864315095823e6,1,1
0.01,0.0010964781961431851,2.5118864315095823e7,2.5118864315095823e6,1,1
0.01,0.0011091748152624009,2.2387211385683425e7,2.5118864315095823e6,1,1
0.01,0.001122018454301963,2.2387211385683425e7,2.5118864315095823e6,1,1
0.01,0.0011350108156723154,2.2387211385683425e7,2.5118864315095823e6,1,1
0.01,0.0011481536214968829,1.995262314968883e7,2.5118864315095823e6,1,1
0.01,0.0011614486138403425,1.995262314968883e7,2.5118864315095823e6,1,1
0.01,0.001174897554939529,1.995262314968883e7,2.238721138568342e6,1,1
0.01,0.001188502227437019,1.7782794100389227e7,2.238721138568342e6,1,1
0.01,0.001202264434617413,1.7782794100389227e7,2.238721138568342e6,1,1
0.01,0.001216186000646368,1.7782794100389227e7,2.238721138568342e6,1,1
0.01,0.0012302687708123812,1.5848931924611142e7,2.238721138568342e6,1,1
0.01,0.0012445146117713857,1.5848931924611142e7,2.238721138568342e6,1,1
0.01,0.0012589254117941675,1.5848931924611142e7,2.238721138568342e6,1,1
0.01,0.0012735030810166615,1.4125375446227554e7,2.238721138568342e6,1,1
0.01,0.0012882495516931337,1.4125375446227554e7,2.238721138568342e6,1,1
0.01,0.0013031667784523,1.4125375446227554e7,2.238721138568342e6,1,1
0.01,0.0013182567385564075,1.2589254117941687e7,2.238721138568342e6,1,1
0.01,0.001333521432163324,1.2589254117941687e7,1.9952623149688828e6,1,1
0.01,0.0013489628825916532,1.2589254117941687e7,1.9952623149688828e6,1,1
0.01,0.001364583136588924,1.1220184543019652e7,1.9952623149688828e6,1,1
0.01,0.0013803842646028853,1.1220184543019652e7,1.9952623149688828e6,1,1
0.01,0.0013963683610559376,1.1220184543019652e7,1.9952623149688828e6,1,1
0.01,0.001412537544622754,1.e7,1.9952623149688828e6,1,1
0.01,0.0014288939585111022,1.e7,1.9952623149688828e6,1,1
0.01,0.001445439770745928,8.912509381337458e6,1.9952623149688828e6,1,1
0.01,0.0014621771744567182,8.912509381337458e6,1.9952623149688828e6,1,1
0.01,0.0014791083881682072,8.912509381337458e6,1.778279410038923e6,1,1
0.01,0.0014962356560944327,7.943282347242822e6,1.778279410038923e6,1,1
0.01,0.0015135612484362087,7.943282347242822e6,1.778279410038923e6,1,1
0.01,0.0015310874616820303,7.943282347242822e6,1.778279410038923e6,1,1
0.01,0.0015488166189124811,7.079457843841388e6,1.778279410038923e6,1,1
0.01,0.0015667510701081486,7.079457843841388e6,1.778279410038923e6,1,1
0.01,0.001584893192461114,7.079457843841388e6,1.778279410038923e6,1,1
0.01,0.0016032453906900418,6.309573444801942e6,1.778279410038923e6,1,1
0.01,0.0016218100973589297,6.309573444801942e6,1.5848931924611141e6,1,1
0.01,0.0016405897731995387,6.309573444801942e6,1.5848931924611141e6,1,1
0.01,0.0016595869074375613,5.623413251903491e6,1.5848931924611141e6,1,1
0.01,0.0016788040181225606,5.623413251903491e6,1.5848931924611141e6,1,1
0.01,0.0016982436524617442,5.623413251903491e6,1.5848931924611141e6,1,1
0.01,0.0017179083871575877,5.011872336272725e6,1.5848931924611141e6,1,1
0.01,0.0017378008287493763,5.011872336272725e6,1.5848931924611141e6,1,1
0.01,0.0017579236139586931,5.011872336272725e6,1.5848931924611141e6,1,1
0.01,0.0017782794100389228,4.466835921509635e6,1.4125375446227554e6,1,1
0.01,0.0017988709151287874,4.466835921509635e6,1.4125375446227554e6,1,1
0.01,0.0018197008586099826,4.466835921509635e6,1.4125375446227554e6,1,1
0.01,0.0018407720014689563,3.9810717055349774e6,1.4125375446227554e6,1,1
0.01,0.0018620871366628676,3.9810717055349774e6,1.4125375446227554e6,1,1
0.01,0.0018836490894898002,3.9810717055349774e6,1.4125375446227554e6,1,1
0.01,0.0019054607179632482,3.5481338923357604e6,1.4125375446227554e6,1,1
0.01,0.0019275249131909366,3.5481338923357604e6,1.2589254117941686e6,1,1
0.01,0.0019498445997580456,3.5481338923357604e6,1.2589254117941686e6,1,1
0.01,0.0019724227361148533,3.1622776601683795e6,1.2589254117941686e6,1,1
0.01,0.001995262314968879,3.1622776601683795e6,1.2589254117941686e6,1,1
0.01,0.0020183663636815616,2.818382931264455e6,1.2589254117941686e6,1,1
0.01,0.0020417379446695297,2.818382931264455e6,1.2589254117941686e6,1,1
0.01,0.0020653801558105293,2.818382931264455e6,1.1220184543019652e6,1,1
0.01,0.0020892961308540386,2.5118864315095823e6,1.1220184543019652e6,1,1
0.01,0.0021134890398366475,2.5118864315095823e6,1.1220184543019652e6,1,1
0.01,0.0021379620895022326,2.5118864315095823e6,1.1220184543019652e6,1,1
0.01,0.00216271852372702,2.238721138568342e6,1.1220184543019652e6,1,1
0.01,0.002187761623949552,2.238721138568342e6,1.e6,1,1
0.01,0.0022130947096056387,2.238721138568342e6,1.e6,1,1
0.01,0.00223872113856834,1.9952623149688828e6,1.e6,1,1
0.01,0.0022646443075930596,1.9952623149688828e6,1.e6,1,1
0.01,0.0022908676527677724,1.9952623149688828e6,1.e6,1,1
0.01,0.0023173946499684796,1.778279410038923e6,1.e6,1,1
0.01,0.0023442288153199225,1.778279410038923e6,891250.9381337459,1,1
0.01,0.0023713737056616554,1.778279410038923e6,891250.9381337459,1,1
0.01,0.00239883291901949,1.5848931924611141e6,891250.9381337459,1,1
0.01,0.002426610095082414,1.5848931924611141e6,891250.9381337459,1,1
0.01,0.002454708915685031,1.5848931924611141e6,891250.9381337459,1,1
0.01,0.0024831331052955702,1.4125375446227554e6,794328.2347242822,1,1
0.01,0.0025118864315095794,1.4125375446227554e6,794328.2347242822,1,1
0.01,0.0025409727055493063,1.4125375446227554e6,794328.2347242822,1,1
0.01,0.0025703957827688645,1.2589254117941686e6,794328.2347242822,1,1
0.01,0.002600159563165272,1.2589254117941686e6,794328.2347242822,1,1
0.01,0.0026302679918953813,1.2589254117941686e6,707945.7843841388,1,1
0.01,0.0026607250597988083,1.1220184543019652e6,707945.7843841388,1,1
0.01,0.0026915348039269166,1.1220184543019652e6,707945.7843841388,1,1
0.01,0.0027227013080779127,1.1220184543019652e6,707945.7843841388,1,1
0.01,0.002754228703338166,1.e6,630957.3444801943,1,1
0.01,0.0027861211686297693,1.e6,630957.3444801943,1,1
0.01,0.002818382931264455,1.e6,630957.3444801943,1,1
0.01,0.00285101826750391,891250.9381337459,630957.3444801943,1,1
0.01,0.0028840315031266055,891250.9381337459,562341.3251903491,1,1
0.01,0.002917427014001166,794328.2347242822,562341.3251903491,1,1
0.01,0.002951209226666387,794328.2347242822,562341.3251903491,1,1
0.01,0.0029853826189179603,794328.2347242822,562341.3251903491,1,1
0.01,0.003019951720402016,707945.7843841388,562341.3251903491,1,1
0.01,0.0030549211132155124,707945.7843841388,501187.2336272725,1,1
0.01,0.003090295432513592,707945.7843841388,501187.2336272725,1,1
0.01,0.0031260793671239557,630957.3444801943,501187.2336272725,1,1
0.01,0.0031622776601683794,630957.3444801943,501187.2336272725,1,1
0.01,0.0031988951096913972,630957.3444801943,446683.5921509635,1,1
0.01,0.003235936569296281,562341.3251903491,446683.5921509635,1,1
0.01,0.003273406948788383,562341.3251903491,446683.5921509635,1,1
0.01,0.003311311214825911,562341.3251903491,446683.5921509635,1,1
0.01,0.003349654391578276,501187.2336272725,398107.17055349774,1,1
0.01,0.0033884415613920273,501187.2336272725,398107.17055349774,1,1
0.01,0.003427677865464505,501187.2336272725,398107.17055349774,1,1
0.01,0.0034673685045253167,446683.5921509635,354813.389233576,1,1
0.01,0.0035075187395256797,446683.5921509635,354813.389233576,1,1
0.01,0.0035481338923357532,446683.5921509635,354813.389233576,1,1
0.01,0.0035892193464500534,398107.17055349774,354813.389233576,1,1
0.01,0.003630780547701014,398107.17055349774,316227.7660168379,1,1
0.01,0.003672823004980846,398107.17055349774,316227.7660168379,1,1
0.01,0.003715352290971728,354813.389233576,316227.7660168379,1,1
0.01,0.003758374042884443,354813.389233576,316227.7660168379,1,1
0.01,0.0038018939632056127,354813.389233576,281838.2931264455,1,1
0.01,0.0038459178204535353,316227.7660168379,281838.2931264455,1,1
0.01,0.003890451449942805,316227.7660168379,281838.2931264455,1,1
0.01,0.003935500754557773,316227.7660168379,251188.6431509582,1,1
0.01,0.003981071705534973,281838.2931264455,251188.6431509582,1,1
0.01,0.004027170343254591,281838.2931264455,251188.6431509582,1,1
0.01,0.004073802778041126,281838.2931264455,251188.6431509582,1,1
0.01,0.004120975190973304,251188.6431509582,223872.11385683424,1,1
0.01,0.004168693834703355,251188.6431509582,223872.11385683424,1,1
0.01,0.004216965034285823,251188.6431509582,223872.11385683424,1,1
0.01,0.004265795188015926,223872.11385683424,199526.2314968883,1,1
0.01,0.00431519076827765,223872.11385683424,199526.2314968883,1,1
0.01,0.004365158322401661,199526.2314968883,199526.2314968883,1,1
0.01,0.004415704473533125,199526.2314968883,199526.2314968883,1,1
0.01,0.0044668359215096305,199526.2314968883,177827.94100389228,1,1
0.01,0.004518559443749226,177827.94100389228,177827.94100389228,1,1
0.01,0.004570881896148752,177827.94100389228,177827.94100389228,1,1
0.01,0.004623810213992603,177827.94100389228,158489.3192461114,1,1
0.01,0.004677351412871981,158489.3192461114,158489.3192461114,1,1
0.01,0.0047315125896148025,158489.3192461114,158489.3192461114,1,1
